stock_code,stock_market,ipo_date,delisting_date,is_active,created_at,updated_at
357120,KOSDAQ,2020-08-31,,True,2025-08-08,2025-08-08
192820,KOSDAQ,2014-04-07,,True,2025-08-08,2025-08-08
138490,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
450140,KOSDAQ,2023-01-31,,True,2025-08-08,2025-08-08
120110,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
120115,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
192400,KOSDAQ,2014-08-06,,True,2025-08-08,2025-08-08
284740,KOSDAQ,2018-01-11,,True,2025-08-08,2025-08-08
264900,KOSDAQ,2017-04-11,,True,2025-08-08,2025-08-08
259960,KOSDAQ,2021-08-10,,True,2025-08-08,2025-08-08
214420,KOSDAQ,2015-07-10,,True,2025-08-08,2025-08-08
363280,KOSDAQ,2020-09-22,,True,2025-08-08,2025-08-08
103140,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
950210,KOSDAQ,2021-02-05,,True,2025-08-08,2025-08-08
293480,KOSDAQ,2018-10-02,,True,2025-08-08,2025-08-08
352820,KOSDAQ,2020-10-15,,True,2025-08-08,2025-08-08
152550,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
123890,KOSDAQ,2016-07-13,,True,2025-08-08,2025-08-08
104700,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
161890,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
161390,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
123690,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
128940,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
105630,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
213500,KOSDAQ,2015-01-26,,True,2025-08-08,2025-08-08
300720,KOSDAQ,2018-08-06,,True,2025-08-08,2025-08-08
130660,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
180640,KOSDAQ,2013-09-16,,True,2025-08-08,2025-08-08
372910,KOSDAQ,2021-08-17,,True,2025-08-08,2025-08-08
452260,KOSDAQ,2023-03-31,,True,2025-08-08,2025-08-08
451800,KOSDAQ,2023-03-27,,True,2025-08-08,2025-08-08
489790,KOSDAQ,2024-09-27,,True,2025-08-08,2025-08-08
272210,KOSDAQ,2019-11-13,,True,2025-08-08,2025-08-08
195870,KOSDAQ,2016-06-24,,True,2025-08-08,2025-08-08
101530,KOSDAQ,2016-05-11,,True,2025-08-08,2025-08-08
143210,KOSDAQ,2016-12-02,,True,2025-08-08,2025-08-08
453340,KOSDAQ,2023-04-10,,True,2025-08-08,2025-08-08
307950,KOSDAQ,2019-03-28,,True,2025-08-08,2025-08-08
227840,KOSDAQ,2015-10-23,,True,2025-08-08,2025-08-08
126560,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
111110,KOSDAQ,2017-02-02,,True,2025-08-08,2025-08-08
378850,KOSDAQ,2021-03-15,,True,2025-08-08,2025-08-08
241590,KOSDAQ,2016-10-04,,True,2025-08-08,2025-08-08
133820,KOSDAQ,2014-07-22,,True,2025-08-08,2025-08-08
298040,KOSDAQ,2018-07-13,,True,2025-08-08,2025-08-08
298020,KOSDAQ,2018-07-13,,True,2025-08-08,2025-08-08
298000,KOSDAQ,2018-07-13,,True,2025-08-08,2025-08-08
